"","tx_id","gene_name","gene_id","gene_biotype","type","closest_region","query_region","distance"
"ENSMUST00000174772","ENSMUST00000174772","Gtf2i","ENSMUSG00000060261","protein_coding","gap","chr5-134266657-134274538","chr5-134268579-134271186",0
"ENSMUSE00000418533","ENSMUST00000016323","Camk1g","ENSMUSG00000016179","protein_coding","exon","chr1-193370175-193370298","chr1-193421387-193425435",51088
"ENSMUST00000134865","ENSMUST00000134865","Pde6b","ENSMUSG00000029491","protein_coding","gap","chr5-108404168-108419469","chr5-108404288-108407061",0
"ENSMUST00000006761","ENSMUST00000006761","Runx1t1","ENSMUSG00000006586","protein_coding","cds","chr4-13743702-13743729","chr4-13741995-13745810",0
"ENSMUST00000114195","ENSMUST00000114195","Jam2","ENSMUSG00000053062","protein_coding","cds","chr16-84774487-84774553","chr16-84772404-84777037",0
"ENSMUSE00000500268","ENSMUST00000153989","Tha1","ENSMUSG00000017713","protein_coding","exon","chr11-117873171-117873481","chr11-117876640-117879951",3158
"ENSMUST00000043059","ENSMUST00000043059","Sema7a","ENSMUSG00000038264","protein_coding","utr","chr9-57961602-57962864","chr9-57962347-57969302",0
"ENSMUST00000194278","ENSMUST00000194278","Traf3ip3","ENSMUSG00000037318","protein_coding","gap","chr1-193187171-193194288","chr1-193188469-193193079",0
"ENSMUST00000071874","ENSMUST00000071874","Ano6","ENSMUSG00000064210","protein_coding","gap","chr15-95791057-95864224","chr15-95802367-95805787",0
"ENSMUST00000034090","ENSMUST00000034090","Sall1","ENSMUSG00000031665","protein_coding","cds","chr8-89042352-89042427","chr8-89039336-89048263",0
"ENSMUST00000027247","ENSMUST00000027247","Pdcl3","ENSMUSG00000026078","protein_coding","utr","chr1-38996284-38997238","chr1-39005808-39008398",8569
"ENSMUST00000088649","ENSMUST00000088649","Cpne8","ENSMUSG00000052560","protein_coding","cds","chr15-90679168-90679304","chr15-90676324-90680828",0
"ENSMUSE00000716351","ENSMUST00000117944","Hs3st1","ENSMUSG00000051022","protein_coding","exon","chr5-39755310-39755475","chr5-39830981-39833423",75505
"ENSMUST00000092623","ENSMUST00000092623","Rspo3","ENSMUSG00000019880","protein_coding","cds","chr10-29535232-29535328","chr10-29532698-29537063",0
"ENSMUST00000195262","ENSMUST00000195262","Ntrk3","ENSMUSG00000059146","protein_coding","cds","chr7-78577536-78577783","chr7-78575502-78580472",0
"ENSMUST00000027507","ENSMUST00000027507","Pdcd1","ENSMUSG00000026285","protein_coding","cds","chr1-94052415-94052490","chr1-94052156-94056496",0
"ENSMUST00000191352","ENSMUST00000191352","Rgs6","ENSMUSG00000021219","protein_coding","gap","chr12-83106884-83116112","chr12-83111875-83115237",0
"ENSMUST00000043577","ENSMUST00000043577","Cldn5","ENSMUSG00000041378","protein_coding","cds","chr16-18776996-18777652","chr16-18775277-18781578",0
"ENSMUST00000166148","ENSMUST00000166148","Fchsd1","ENSMUSG00000038524","protein_coding","cds","chr18-37969706-37969726","chr18-37968766-37973510",0
"ENSMUST00000194027","ENSMUST00000194027","Fhdc1","ENSMUSG00000041842","protein_coding","cds","chr3-84465422-84465483","chr3-84465376-84469627",0
"ENSMUST00000182974","ENSMUST00000182974","Auts2","ENSMUSG00000029673","protein_coding","gap","chr5-131533873-131770759","chr5-131599188-131601383",0
"ENSMUST00000120222","ENSMUST00000120222","Zfp946","ENSMUSG00000071266","protein_coding","utr","chr17-22424259-22424429","chr17-22423195-22427883",0
"ENSMUST00000149359","ENSMUST00000149359","Mkl2","ENSMUSG00000009569","protein_coding","utr","chr16-13412696-13417529","chr16-13414383-13420890",0
"ENSMUST00000172981","ENSMUST00000172981","Rhoj","ENSMUSG00000046768","protein_coding","cds","chr12-75308881-75309001","chr12-75307086-75311141",0
"ENSMUST00000183261","ENSMUST00000183261","Ank3","ENSMUSG00000069601","protein_coding","cds","chr10-69926176-69926191","chr10-69922104-69927664",0
"ENSMUST00000120977.1","ENSMUST00000120977","Wwtr1","ENSMUSG00000027803","protein_coding","gap","chr3-57501869-57574822","chr3-57550000-57551565",0
"ENSMUST00000112103.1","ENSMUST00000112103","Nav1","ENSMUSG00000090399","lincRNA","gap","chr1-135607905-135687918","chr1-135668477-135674751",0
"ENSMUST00000162735","ENSMUST00000162735","Tc2n","ENSMUSG00000021187","protein_coding","utr","chr12-101718402-101718523","chr12-101716884-101719710",0
"ENSMUST00000099558","ENSMUST00000099558","Tjp2","ENSMUSG00000024812","protein_coding","utr","chr19-24224851-24225026","chr19-24219987-24226326",0
"ENSMUSE00001203481","ENSMUST00000180731","Gm6846","ENSMUSG00000097107","lincRNA","exon","chr10-21844588-21844851","chr10-21853862-21857102",9010
"ENSMUST00000110942","ENSMUST00000110942","Mboat2","ENSMUSG00000020646","protein_coding","gap","chr12-24831775-24878190","chr12-24868148-24873214",0
"ENSMUSE00000233731","ENSMUST00000027649","Nr5a2","ENSMUSG00000026398","protein_coding","exon","chr1-136960227-136960448","chr1-137217799-137224364",257350
"ENSMUST00000193547","ENSMUST00000193547","Ncam1","ENSMUSG00000039542","protein_coding","cds","chr9-49798678-49798729","chr9-49796517-49800184",0
"ENSMUST00000138760","ENSMUST00000138760","Tenm4","ENSMUSG00000048078","protein_coding","utr","chr7-96210146-96210409","chr7-96208677-96214453",0
"ENSMUST00000074371","ENSMUST00000074371","Pdcd4","ENSMUSG00000024975","protein_coding","utr","chr19-53892231-53892456","chr19-53887304-53895520",0
"ENSMUST00000017188","ENSMUST00000017188","Serpinb6a","ENSMUSG00000060147","protein_coding","cds","chr13-33935627-33935679","chr13-33934562-33937271",0
"ENSMUST00000015277","ENSMUST00000015277","Lrrk1","ENSMUSG00000015133","protein_coding","cds","chr7-66308661-66308887","chr7-66308748-66311810",0
"ENSMUST00000145853","ENSMUST00000145853","Hltf","ENSMUSG00000002428","protein_coding","cds","chr3-20105641-20105765","chr3-20103116-20105805",0
"ENSMUST00000133102","ENSMUST00000133102","Gipc2","ENSMUSG00000039131","protein_coding","gap","chr3-152137759-152165647","chr3-152146406-152150514",0
"ENSMUST00000020439","ENSMUST00000020439","Wif1","ENSMUSG00000020218","protein_coding","utr","chr10-121099880-121100650","chr10-121149776-121151597",49125
"ENSMUSE00000428491","ENSMUST00000094398","Uevld","ENSMUSG00000043262","protein_coding","exon","chr7-46958391-46958527","chr7-46960486-46964222",1958
"ENSMUST00000025500.1","ENSMUST00000025500","Slc27a6","ENSMUSG00000024600","protein_coding","cds","chr18-58572029-58572232","chr18-58570297-58572269",0
"ENSMUST00000018315.1","ENSMUST00000018315","Vmp1","ENSMUSG00000018171","protein_coding","gap","chr11-86611423-86635174","chr11-86623087-86630650",0
"ENSMUST00000064775","ENSMUST00000064775","Adcyap1","ENSMUSG00000024256","protein_coding","cds","chr17-93203938-93204127","chr17-93198196-93205230",0
"ENSMUSE00000777731","ENSMUST00000143618","Gm11211","ENSMUSG00000086139","lincRNA","exon","chr4-62727448-62727537","chr4-62735415-62740708",7877
"ENSMUST00000101432.1","ENSMUST00000101432","Npas3","ENSMUSG00000021010","protein_coding","cds","chr12-53248677-53248747","chr12-53245812-53255809",0
"ENSMUST00000082437","ENSMUST00000082437","Sep15","ENSMUSG00000037072","protein_coding","utr","chr3-144596955-144597680","chr3-144627363-144629346",29682
"ENSMUST00000146550","ENSMUST00000146550","Gm11680","ENSMUSG00000085324","lincRNA","gap","chr11-112129923-112132007","chr11-112129385-112131108",0
"ENSMUST00000108468","ENSMUST00000108468","Rtn2","ENSMUSG00000030401","protein_coding","cds","chr7-19295716-19295794","chr7-19289961-19311090",0
"ENSMUSE00000488195.1","ENSMUST00000020974","Id2","ENSMUSG00000020644","protein_coding","exon","chr12-25095663-25096092","chr12-25297893-25304965",201800
"ENSMUST00000040261","ENSMUST00000040261","Macrod1","ENSMUSG00000036278","protein_coding","cds","chr19-7185576-7185605","chr19-7178318-7188597",0
"ENSMUST00000033121","ENSMUST00000033121","Nomo1","ENSMUSG00000030835","protein_coding","cds","chr7-46083603-46083734","chr7-46083085-46089072",0
"ENSMUST00000035779","ENSMUST00000035779","Acsl3","ENSMUSG00000032883","protein_coding","utr","chr1-78706416-78707743","chr1-78709121-78712345",1377
"ENSMUST00000060435","ENSMUST00000060435","Sepn1","ENSMUSG00000050989","protein_coding","cds","chr4-134547951-134548084","chr4-134545607-134549057",0
"ENSMUST00000103013","ENSMUST00000103013","Tbcd","ENSMUSG00000039230","protein_coding","cds","chr11-121550224-121550281","chr11-121544997-121554879",0
"ENSMUST00000123619","ENSMUST00000123619","Col11a1","ENSMUSG00000027966","protein_coding","cds","chr3-114030901-114031003","chr3-114029422-114032813",0
"ENSMUSE00001124515","ENSMUST00000181702","Gm26578","ENSMUSG00000097928","lincRNA","exon","chr8-32015214-32015759","chr8-32217722-32221945",201962
"ENSMUST00000058429","ENSMUST00000058429","Il27","ENSMUSG00000044701","protein_coding","cds","chr7-126594880-126594910","chr7-126593199-126604186",0
"ENSMUST00000173072","ENSMUST00000173072","Rnf39","ENSMUSG00000036492","protein_coding","cds","chr17-36943088-36943450","chr17-36941969-36944950",0
"ENSMUST00000078988","ENSMUST00000078988","Lpp","ENSMUSG00000033306","protein_coding","gap","chr16-24456943-24559591","chr16-24487225-24492959",0
"ENSMUST00000026888","ENSMUST00000026888","Taf3","ENSMUSG00000025782","protein_coding","gap","chr2-9952946-10042426","chr2-10006696-10010919",0
"ENSMUST00000130615","ENSMUST00000130615","Gata3","ENSMUSG00000015619","protein_coding","cds","chr2-9877352-9877484","chr2-9866139-9899106",0
"ENSMUST00000178477","ENSMUST00000178477","Nkx2-1","ENSMUSG00000001496","protein_coding","cds","chr12-56534688-56535060","chr12-56527819-56541910",0
"ENSMUST00000042025","ENSMUST00000042025","Antxr1","ENSMUSG00000033420","protein_coding","gap","chr6-87180191-87188106","chr6-87182656-87185871",0
"ENSMUSE00000559850","ENSMUST00000110036","Ptk2","ENSMUSG00000022607","protein_coding","exon","chr15-73423009-73423191","chr15-73430972-73435639",7780
"ENSMUST00000043409","ENSMUST00000043409","Zfp503","ENSMUSG00000039081","protein_coding","cds","chr14-21987204-21987533","chr14-21981022-21991718",0
"ENSMUST00000136258","ENSMUST00000136258","Gda","ENSMUSG00000058624","protein_coding","gap","chr19-21434310-21472367","chr19-21440669-21444311",0
"ENSMUST00000179002","ENSMUST00000179002","Unc79","ENSMUSG00000021198","protein_coding","gap","chr12-103128313-103131555","chr12-103128328-103130416",0
"ENSMUST00000135574","ENSMUST00000135574","Adarb2","ENSMUSG00000052551","protein_coding","gap","chr13-8570575-8672404","chr13-8643301-8646282",0
"ENSMUST00000181602","ENSMUST00000181602","Gm26535","ENSMUSG00000097742","lincRNA","gap","chr10-37338345-37377145","chr10-37336656-37338916",0
"ENSMUST00000041555","ENSMUST00000041555","Mvb12b","ENSMUSG00000038740","protein_coding","utr","chr2-33729953-33733444","chr2-33726312-33730373",0
"ENSMUSE00000724217","ENSMUST00000124746","Gm15906","ENSMUSG00000087416","lincRNA","exon","chr4-129135091-129135369","chr4-129129336-129132138",2952
"ENSMUST00000112254","ENSMUST00000112254","Vwf","ENSMUSG00000001930","protein_coding","cds","chr6-125553191-125553199","chr6-125547663-125554335",0
"ENSMUST00000058407","ENSMUST00000058407","Uqcr10","ENSMUSG00000059534","protein_coding","utr","chr11-4701973-4702175","chr11-4696998-4698508",3464
"ENSMUST00000111377","ENSMUST00000111377","Lmx1a","ENSMUSG00000026686","protein_coding","cds","chr1-167691981-167692167","chr1-167687164-167695203",0
"ENSMUST00000025288","ENSMUST00000025288","Zfp521","ENSMUSG00000024420","protein_coding","gap","chr18-13717748-13817237","chr18-13785938-13788560",0
"ENSMUST00000120006","ENSMUST00000120006","Zfp112","ENSMUSG00000052675","protein_coding","utr","chr7-24112314-24112436","chr7-24111879-24113681",0
"ENSMUST00000079081","ENSMUST00000079081","Aqp4","ENSMUSG00000024411","protein_coding","utr","chr18-15389394-15393450","chr18-15310121-15314256",75137
"ENSMUSE00000523146","ENSMUST00000083988","n-R5-8s1","ENSMUSG00000065922","rRNA","exon","chr18-73533403-73533550","chr18-73533111-73533756",0
"ENSMUST00000043707","ENSMUST00000043707","Rhbdd2","ENSMUSG00000039917","protein_coding","cds","chr5-135643030-135643378","chr5-135639543-135649682",0
"ENSMUSE00000729234","ENSMUST00000126187","Gm11751","ENSMUSG00000086364","lincRNA","exon","chr4-68023031-68023099","chr4-67677253-67678853",344177
"ENSMUSE00000125915","ENSMUST00000092640","St3gal1","ENSMUSG00000013846","protein_coding","exon","chr15-67113507-67113992","chr15-67125999-67137829",12006
"ENSMUST00000171001","ENSMUST00000171001","Dhrs3","ENSMUSG00000066026","protein_coding","cds","chr4-144893593-144893709","chr4-144889505-144896763",0
"ENSMUST00000114943","ENSMUST00000114943","Dcc","ENSMUSG00000060534","protein_coding","gap","chr18-71262950-71299330","chr18-71276915-71279118",0
"ENSMUST00000178892","ENSMUST00000178892","Cpeb1","ENSMUSG00000025586","protein_coding","cds","chr7-81454634-81454648","chr7-81452177-81456203",0
"ENSMUSE00001323770","ENSMUST00000191428","Fat1","ENSMUSG00000070047","protein_coding","exon","chr8-44935447-44935621","chr8-44798565-44806005",129441
"ENSMUST00000171311","ENSMUST00000171311","Dlx6","ENSMUSG00000029754","protein_coding","cds","chr6-6867041-6867292","chr6-6857902-6867530",0
"ENSMUST00000154396","ENSMUST00000154396","Bcas3","ENSMUSG00000059439","protein_coding","gap","chr11-85482737-85495827","chr11-85491255-85493270",0
"ENSMUST00000169693","ENSMUST00000169693","Cbln1","ENSMUSG00000031654","protein_coding","cds","chr8-87471977-87472240","chr8-87467194-87474657",0
"ENSMUST00000129150","ENSMUST00000129150","Zmynd12","ENSMUSG00000070806","protein_coding","gap","chr4-119450401-119467079","chr4-119462448-119465203",0
"ENSMUST00000003687","ENSMUST00000003687","Tgfb3","ENSMUSG00000021253","protein_coding","cds","chr12-86077581-86077932","chr12-86075517-86080172",0
"ENSMUST00000036884","ENSMUST00000036884","Klf9","ENSMUSG00000033863","protein_coding","cds","chr19-23164683-23164912","chr19-23139636-23167601",0
"ENSMUST00000020831","ENSMUST00000020831","Fam114a2","ENSMUSG00000020523","protein_coding","utr","chr11-57482993-57484017","chr11-57466307-57468413",14579
"ENSMUST00000174251","ENSMUST00000174251","Phox2b","ENSMUSG00000012520","protein_coding","cds","chr5-67098701-67098941","chr5-67093086-67103703",0
"ENSMUSE00000847946","ENSMUST00000158811","Gm23198","ENSMUSG00000089436","rRNA","exon","chr13-116675878-116675968","chr13-116704060-116710087",28091
"ENSMUST00000184945","ENSMUST00000184945","Nav2","ENSMUSG00000052512","protein_coding","cds","chr7-49452399-49453506","chr7-49448778-49452518",0
"ENSMUST00000054212","ENSMUST00000054212","Rab11fip1","ENSMUSG00000031488","protein_coding","gap","chr8-27156670-27174208","chr8-27157831-27162048",0
"ENSMUST00000100962","ENSMUST00000100962","Gbp4","ENSMUSG00000079363","protein_coding","cds","chr5-105136810-105137021","chr5-105136210-105142666",0
"ENSMUST00000047311","ENSMUST00000047311","Mboat1","ENSMUSG00000038732","protein_coding","utr","chr13-30245470-30246717","chr13-30258381-30261679",11663
"ENSMUST00000140681","ENSMUST00000140681","Slc9a1","ENSMUSG00000028854","protein_coding","gap","chr4-133370908-133411675","chr4-133394293-133400438",0
"ENSMUST00000058476","ENSMUST00000058476","Otud7a","ENSMUSG00000033510","protein_coding","utr","chr7-63758732-63759028","chr7-63814792-63817777",55763
"ENSMUST00000031590","ENSMUST00000031590","Rbm19","ENSMUSG00000029594","protein_coding","gap","chr5-120186339-120197881","chr5-120192509-120197018",0
"ENSMUST00000031591","ENSMUST00000031591","Lhx5","ENSMUSG00000029595","protein_coding","cds","chr5-120439958-120440325","chr5-120428787-120441905",0
"ENSMUST00000154599","ENSMUST00000154599","Tom1l1","ENSMUSG00000020541","protein_coding","cds","chr11-90687513-90687570","chr11-90685927-90688921",0
"ENSMUST00000148210","ENSMUST00000148210","Gad1","ENSMUSG00000070880","protein_coding","cds","chr2-70567186-70567248","chr2-70560523-70570386",0
"ENSMUST00000009522","ENSMUST00000009522","Slc16a12","ENSMUSG00000009378","protein_coding","utr","chr19-34747066-34747289","chr19-34743899-34748086",0
"ENSMUST00000038824","ENSMUST00000038824","Cyp24a1","ENSMUSG00000038567","protein_coding","utr","chr2-170482708-170484342","chr2-170467961-170471149",11558
"ENSMUST00000058845","ENSMUST00000058845","Basp1","ENSMUSG00000045763","protein_coding","gap","chr15-25364919-25413551","chr15-25390931-25395354",0
"ENSMUST00000187233","ENSMUST00000187233","1700012I11Rik","ENSMUSG00000102069","lincRNA","gap","chr15-67227081-67239642","chr15-67226310-67229803",0
"ENSMUST00000135107","ENSMUST00000135107","Sox3","ENSMUSG00000045179","protein_coding","cds","chrX-60892078-60893430","chrX-60888750-60899389",0
"ENSMUST00000150976","ENSMUST00000150976","Eva1a","ENSMUSG00000035104","protein_coding","gap","chr6-82071243-82091793","chr6-82083379-82085954",0
"ENSMUST00000115099","ENSMUST00000115099","Fam171a1","ENSMUSG00000050530","protein_coding","gap","chr2-3118653-3178235","chr2-3152998-3160008",0
"ENSMUSE00000490725","ENSMUST00000054716","Actbl2","ENSMUSG00000055194","protein_coding","exon","chr13-111255013-111257749","chr13-111232551-111238523",16489
"ENSMUST00000054002","ENSMUST00000054002","Socs3","ENSMUSG00000053113","protein_coding","cds","chr11-117967553-117968230","chr11-117962205-117971065",0
"ENSMUST00000126568","ENSMUST00000126568","Vdr","ENSMUSG00000022479","protein_coding","utr","chr15-97896728-97896813","chr15-97889300-97899093",0
"ENSMUSE00001114377","ENSMUST00000180650","Gm26761","ENSMUSG00000097668","lincRNA","exon","chr5-64698429-64698520","chr5-64701046-64704683",2525
"ENSMUST00000161339","ENSMUST00000161339","Adra1a","ENSMUSG00000045875","protein_coding","cds","chr14-66637578-66638460","chr14-66634387-66638738",0
"ENSMUST00000142758","ENSMUST00000142758","Rnf157","ENSMUSG00000052949","protein_coding","gap","chr11-116362374-116387357","chr11-116387044-116390024",0
"ENSMUST00000064762","ENSMUST00000064762","Map1b","ENSMUSG00000052727","protein_coding","gap","chr13-99444297-99508107","chr13-99474953-99477252",0
"ENSMUST00000145524","ENSMUST00000145524","Rap1gap2","ENSMUSG00000038807","protein_coding","gap","chr11-74484972-74567215","chr11-74553595-74561391",0
"ENSMUST00000056006","ENSMUST00000056006","Onecut1","ENSMUSG00000043013","protein_coding","cds","chr9-74862297-74863401","chr9-74845938-74868822",0
"ENSMUST00000143061","ENSMUST00000143061","Wipf1","ENSMUSG00000075284","protein_coding","gap","chr2-73511012-73529326","chr2-73508179-73515533",0
"ENSMUST00000174236","ENSMUST00000174236","Gcnt1","ENSMUSG00000038843","protein_coding","utr","chr19-17326141-17329072","chr19-17318221-17325944",196
"ENSMUST00000160305","ENSMUST00000160305","Crispld1","ENSMUSG00000025776","protein_coding","cds","chr1-17728657-17728914","chr1-17724148-17730860",0
"ENSMUST00000109241","ENSMUST00000109241","Snx18","ENSMUSG00000042364","protein_coding","gap","chr13-113594863-113616801","chr13-113595108-113604790",0
"ENSMUST00000174698","ENSMUST00000174698","Wdfy3","ENSMUSG00000043940","protein_coding","gap","chr5-102041744-102069595","chr5-102044569-102047179",0
"ENSMUST00000156583","ENSMUST00000156583","Adarb1","ENSMUSG00000020262","protein_coding","gap","chr10-77359736-77418094","chr10-77395858-77400888",0
"ENSMUST00000106044","ENSMUST00000106044","Lrrc7","ENSMUSG00000028176","protein_coding","utr","chr3-158561106-158562221","chr3-158559101-158562758",0
"ENSMUST00000085591","ENSMUST00000085591","Pdx1","ENSMUSG00000029644","protein_coding","cds","chr5-147274380-147274825","chr5-147266539-147278817",0
"ENSMUSE00000609003","ENSMUST00000076984","1700028I16Rik","ENSMUSG00000056821","lincRNA","exon","chr10-82812123-82812171","chr10-82794761-82797460",14662
"ENSMUST00000024954","ENSMUST00000024954","Epas1","ENSMUSG00000024140","protein_coding","gap","chr17-86797307-86805192","chr17-86800196-86804089",0
"ENSMUST00000125897","ENSMUST00000125897","Adamts1","ENSMUSG00000022893","protein_coding","cds","chr16-85800090-85800380","chr16-85800185-85808255",0
"ENSMUST00000059155","ENSMUST00000059155","Insig1","ENSMUSG00000045294","protein_coding","utr","chr5-28076821-28078662","chr5-28116576-28125694",37913
"ENSMUST00000181524","ENSMUST00000181524","Gm19705","ENSMUSG00000097113","lincRNA","gap","chr1-136683474-136688743","chr1-136682377-136686902",0
"ENSMUST00000106663","ENSMUST00000106663","Galnt18","ENSMUSG00000038296","protein_coding","cds","chr7-111779313-111779547","chr7-111778110-111782742",0
"ENSMUST00000171445","ENSMUST00000171445","Eps8l1","ENSMUSG00000006154","protein_coding","cds","chr7-4472475-4472623","chr7-4469020-4472576",0
"ENSMUST00000124526","ENSMUST00000124526","Ahnak2","ENSMUSG00000072812","protein_coding","gap","chr12-112788179-112802471","chr12-112792508-112798876",0
"ENSMUSE00001063186","ENSMUST00000087204","Fry","ENSMUSG00000056602","protein_coding","exon","chr5-150259930-150260338","chr5-150194978-150197573",62356
"ENSMUST00000113600","ENSMUST00000113600","Rab7","ENSMUSG00000079477","protein_coding","utr","chr6-87999106-88000434","chr6-87989702-87999183",0
"ENSMUST00000029078","ENSMUST00000029078","Car2","ENSMUSG00000027562","protein_coding","cds","chr3-14899971-14900090","chr3-14897805-14910590",0
"ENSMUST00000150384","ENSMUST00000150384","A230065H16Rik","ENSMUSG00000087075","protein_coding","cds","chr12-111411724-111411845","chr12-111411275-111414121",0
"ENSMUST00000037968","ENSMUST00000037968","Uvrag","ENSMUSG00000035354","protein_coding","gap","chr7-99118306-99140833","chr7-99125776-99130697",0
"ENSMUST00000153754","ENSMUST00000153754","Lrrc8c","ENSMUSG00000054720","protein_coding","gap","chr5-105579610-105606498","chr5-105585016-105591356",0
"ENSMUSE00001112931","ENSMUST00000181408","Gm17315","ENSMUSG00000097791","lincRNA","exon","chr17-79355825-79358022","chr17-79470668-79473778",112645
"ENSMUST00000161567","ENSMUST00000161567","Pam","ENSMUSG00000026335","protein_coding","cds","chr1-97976857-97976957","chr1-97975836-97978737",0
"ENSMUST00000064762.1","ENSMUST00000064762","Map1b","ENSMUSG00000052727","protein_coding","cds","chr13-99516304-99516487","chr13-99513020-99517442",0
"ENSMUST00000067101","ENSMUST00000067101","Kcnj3","ENSMUSG00000026824","protein_coding","utr","chr2-55595398-55598145","chr2-56119045-56121707",520899
"ENSMUST00000020974","ENSMUST00000020974","Id2","ENSMUSG00000020644","protein_coding","cds","chr12-25095663-25096010","chr12-25091970-25102257",0
"ENSMUST00000161619","ENSMUST00000161619","Ano2","ENSMUSG00000038115","protein_coding","gap","chr6-125963741-125980094","chr6-125974851-125977229",0
"ENSMUST00000009058","ENSMUST00000009058","Abcb1b","ENSMUSG00000028970","protein_coding","cds","chr5-8798742-8798806","chr5-8796890-8802812",0
"ENSMUST00000057950","ENSMUST00000057950","Sall3","ENSMUSG00000024565","protein_coding","cds","chr18-80986455-80986536","chr18-80979147-80993182",0
"ENSMUST00000030868","ENSMUST00000030868","Sema3d","ENSMUSG00000040254","protein_coding","utr","chr5-12383166-12383674","chr5-12381446-12384895",0
"ENSMUSE00000759360","ENSMUST00000130063","Ftx","ENSMUSG00000086370","lincRNA","exon","chrX-103560907-103563967","chrX-103554376-103558665",2241
"ENSMUSE00000284599","ENSMUST00000029666","Papss1","ENSMUSG00000028032","protein_coding","exon","chr3-131564768-131564983","chr3-131488887-131491935",72832
"ENSMUST00000089688","ENSMUST00000089688","Mmp14","ENSMUSG00000000957","protein_coding","cds","chr14-54431866-54431973","chr14-54429602-54435169",0
"ENSMUST00000139895","ENSMUST00000139895","Gm13203","ENSMUSG00000087273","lincRNA","gap","chr4-148713833-148716191","chr4-148709096-148716010",0
"ENSMUST00000152827","ENSMUST00000152827","4930406D18Rik","ENSMUSG00000086923","lincRNA","gap","chr3-100428738-100437535","chr3-100436466-100444057",0
"ENSMUST00000020190","ENSMUST00000020190","Vnn3","ENSMUSG00000020010","protein_coding","cds","chr10-23865628-23865998","chr10-23864320-23866354",0
"ENSMUST00000118860","ENSMUST00000118860","Efna1","ENSMUSG00000027954","protein_coding","cds","chr3-89279451-89279542","chr3-89276913-89282766",0
"ENSMUST00000143649","ENSMUST00000143649","1200007C13Rik","ENSMUSG00000087684","lincRNA","gap","chr2-167829432-167832930","chr2-167832805-167844996",0
"ENSMUST00000118126","ENSMUST00000118126","Bst1","ENSMUSG00000029082","protein_coding","utr","chr5-43842103-43843247","chr5-43853084-43856770",9836
"ENSMUST00000140407","ENSMUST00000140407","Cftr","ENSMUSG00000041301","protein_coding","cds","chr6-18170824-18170876","chr6-18169394-18172548",0
"ENSMUST00000188459","ENSMUST00000188459","Mapkapk2","ENSMUSG00000016528","protein_coding","utr","chr1-131072340-131072526","chr1-131071087-131077063",0
"ENSMUST00000187182","ENSMUST00000187182","Kirrel3","ENSMUSG00000032036","protein_coding","cds","chr9-34489104-34489158","chr9-34487869-34491230",0
"ENSMUST00000182407","ENSMUST00000182407","Pclo","ENSMUSG00000061601","protein_coding","cds","chr5-14515222-14515460","chr5-14513996-14516132",0
"ENSMUST00000170984","ENSMUST00000170984","Ston2","ENSMUSG00000020961","protein_coding","gap","chr12-91743879-91770590","chr12-91763681-91770133",0
"ENSMUST00000190149","ENSMUST00000190149","Epha4","ENSMUSG00000026235","protein_coding","cds","chr1-77514941-77515031","chr1-77513003-77517256",0
"ENSMUSE00001318529","ENSMUST00000190179","Gm29341","ENSMUSG00000099774","lincRNA","exon","chr13-101605869-101606233","chr13-101623309-101628709",17075
"ENSMUST00000099126","ENSMUST00000099126","Mafb","ENSMUSG00000074622","protein_coding","cds","chr2-160365705-160366676","chr2-160358571-160371776",0
"ENSMUSE00000788222","ENSMUST00000137894","Synpo","ENSMUSG00000043079","protein_coding","exon","chr18-60660102-60660142","chr18-60666883-60671194",6740
"ENSMUST00000120632","ENSMUST00000120632","Ppp2r2b","ENSMUSG00000024500","protein_coding","cds","chr18-42898745-42898814","chr18-42897482-42900199",0
"ENSMUSE00000784090","ENSMUST00000133245","Gprc5c","ENSMUSG00000051043","protein_coding","exon","chr11-114851152-114851243","chr11-114828720-114831143",20008
"ENSMUST00000151236","ENSMUST00000151236","Rapgef4","ENSMUSG00000049044","protein_coding","gap","chr2-72141173-72162450","chr2-72151538-72153236",0
"ENSMUST00000025237","ENSMUST00000025237","Tslp","ENSMUSG00000024379","protein_coding","cds","chr18-32818999-32819106","chr18-32816125-32819204",0
"ENSMUST00000070150","ENSMUST00000070150","E130308A19Rik","ENSMUSG00000045071","protein_coding","gap","chr4-59626492-59690143","chr4-59638898-59644667",0
"ENSMUST00000072299","ENSMUST00000072299","Vsnl1","ENSMUSG00000054459","protein_coding","utr","chr12-11436357-11436649","chr12-11435233-11438730",0
"ENSMUST00000063750.2","ENSMUST00000063750","Rarb","ENSMUSG00000017491","protein_coding","gap","chr14-16509076-16548413","chr14-16514840-16520678",0
"ENSMUST00000113980","ENSMUST00000113980","M1ap","ENSMUSG00000030041","protein_coding","gap","chr6-83006460-83026197","chr6-83008596-83015425",0
"ENSMUST00000156790","ENSMUST00000156790","9630013D21Rik","ENSMUSG00000059027","processed_transcript","gap","chr4-109654112-109656400","chr4-109655413-109659395",0
"ENSMUST00000020958","ENSMUST00000020958","Klhl29","ENSMUSG00000020627","protein_coding","utr","chr12-5375102-5375682","chr12-5373127-5376850",0
"ENSMUST00000053389","ENSMUST00000053389","Cxcr1","ENSMUSG00000048480","protein_coding","utr","chr1-74194592-74194631","chr1-74193596-74197312",0
"ENSMUST00000106176","ENSMUST00000106176","Gnl2","ENSMUSG00000028869","protein_coding","cds","chr4-125037522-125037579","chr4-125032343-125038939",0
