"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"chr16-33936604-33940415",0.000921284702915363,-0.188977136371793,0.141,0.147,1
"chr6-127333307-127341661",0.00092150299597324,0.247193845082449,0.251,0.204,1
"chr5-36795527-36798122",0.000925533833246617,-0.133309523475607,0.202,0.206,1
"chr6-121072360-121078675",0.000925620798722397,-0.188868844680925,0.135,0.141,1
"chr17-31288595-31291515",0.000925663701497353,-0.208883133420755,0.112,0.117,1
"chr12-57532129-57540383",0.000926144010300116,0.343505543098098,0.157,0.114,1
"chr1-95312664-95316569",0.000926397197224247,-0.110025316974085,0.299,0.297,1
"chr13-55726142-55728937",0.000927816190947167,-0.138897204721929,0.216,0.218,1
"chr14-73552142-73553787",0.000928178843211721,-0.179754235849231,0.128,0.133,1
"chr18-80931493-80934905",0.000928631992655088,-0.159764913271916,0.191,0.199,1
"chr2-172975407-172980080",0.0009302892504437,0.22060999822564,0.326,0.269,1
"chr10-81604242-81607098",0.000932195122734516,-0.130010528896124,0.31,0.321,1
"chr15-42461744-42464834",0.000932222136913971,-0.175281176077497,0.154,0.159,1
"chr14-54705038-54707885",0.000933333539122456,-0.146498617860894,0.253,0.265,1
"chr2-144163661-144166669",0.000933511261333418,0.376628561984825,0.144,0.107,1
"chr11-69554349-69561629",0.000935265982809432,-0.210963384982177,0.112,0.12,1
"chr15-38381570-38388310",0.000936829678276041,-0.147922448771315,0.224,0.229,1
"chr2-23034680-23042058",0.000938026366073929,-0.103588614230376,0.367,0.37,1
"chr17-25114645-25117697",0.000938381568722349,-0.169391535685295,0.187,0.193,1
"chr5-114442210-114445303",0.000939454174193158,-0.105339615108347,0.344,0.346,1
"chr9-53247143-53249154",0.000940303080262156,-0.130418099543242,0.271,0.277,1
"chr17-71125200-71128724",0.000940756339138911,-0.209749805000461,0.118,0.126,1
"chr8-88136977-88139921",0.000943471260271644,-0.123608223177791,0.228,0.224,1
"chr6-145248906-145252497",0.00094389163274105,-0.111928955882555,0.241,0.243,1
"chr13-43170743-43173973",0.000944033934200925,-0.15328862381603,0.24,0.246,1
"chr8-121905501-121910498",0.000945339814451151,-0.110840828721503,0.318,0.32,1
"chr1-157046606-157049672",0.000946612952683195,-0.172564407517865,0.195,0.201,1
"chr14-63542812-63544680",0.00094760083072503,-0.15845197684737,0.156,0.162,1
"chr11-33193191-33207092",0.000949233267176619,0.242915239664012,0.289,0.23,1
"chr4-102656085-102657855",0.000951861179585735,-0.240065579017385,0.102,0.111,1
"chr1-155971095-155974831",0.000952124716807492,-0.10152369140372,0.384,0.392,1
"chrX-74269571-74272277",0.000953785964191962,-0.151804569707297,0.232,0.239,1
"chr2-122116988-122119640",0.000953812206781828,-0.121422152131262,0.267,0.269,1
"chr18-24651892-24655683",0.000953968136135696,0.262609373678043,0.231,0.182,1
"chr17-29359993-29362897",0.00095401532190067,-0.160639769213293,0.19,0.2,1
"chr17-35221926-35225103",0.00095418268945056,-0.168638329872109,0.17,0.18,1
"chr4-135684552-135688836",0.000957486932175778,0.38299085670063,0.127,0.093,1
"chr5-143108599-143114742",0.000959684511787967,-0.116762917275495,0.257,0.261,1
"chr6-82907931-82910157",0.000960929547415612,0.317165164213507,0.185,0.14,1
"chr15-79657433-79660107",0.000963228150768056,-0.157755311099214,0.216,0.221,1
"chr1-90914084-90918170",0.000965222605997843,0.336251483873196,0.162,0.121,1
"chr10-7779563-7781939",0.000968864408988663,-0.151076663563429,0.211,0.217,1
"chr9-122350475-122353636",0.000971820813886502,-0.113212635402958,0.248,0.242,1
"chr9-58534382-58538614",0.000972629277260323,-0.149944195970919,0.205,0.209,1
"chr3-135685959-135694072",0.000974420284290836,-0.114654791378118,0.295,0.297,1
"chr8-121331066-121338210",0.000974729987575089,-0.184082405391033,0.145,0.15,1
"chr4-126022425-126026651",0.000976096258226152,0.383805340719963,0.129,0.092,1
"chr19-43439884-43442693",0.000979465599603003,0.369198710543857,0.157,0.111,1
"chr8-88265258-88270504",0.000981450542206057,-0.211031767246666,0.108,0.114,1
"chr1-75190476-75193742",0.000984592574411043,-0.139246677677717,0.277,0.28,1
"chr2-38345658-38360299",0.000984802052804236,0.218351922459373,0.341,0.281,1
"chr6-30895438-30897540",0.000985499777323658,-0.114471916162538,0.29,0.295,1
"chr11-95336102-95341544",0.000993191065718347,-0.108713714643721,0.321,0.323,1
"chr10-128457245-128461847",0.000993936046705432,-0.114852342707128,0.256,0.257,1
"chr17-34849238-34851789",0.000994155554471839,-0.110912951343355,0.291,0.294,1
"chr4-140688072-140697213",0.000995807495469693,-0.10115340424592,0.37,0.365,1
"chr7-125599219-125604542",0.00099585230012671,-0.214420880884727,0.1,0.107,1
"chr15-103162716-103164172",0.000996314651754631,-0.22693062533581,0.108,0.117,1
"chr13-51968610-51972785",0.000997184568385696,0.32975901107215,0.163,0.125,1
"chr18-39047239-39053339",0.000998208920939689,0.316367593051537,0.169,0.125,1
"chr9-22387465-22390878",0.000999785251405026,-0.139159733439872,0.221,0.224,1
"chr2-45044083-45048038",0.000999820521379367,-0.171789516383495,0.147,0.152,1
"chr7-96151179-96153800",0.00100004758814214,0.350845282495139,0.147,0.107,1
"chr3-108043848-108046328",0.00100038137481207,-0.160350238799392,0.181,0.185,1
"chr11-63918467-63926338",0.00100264597756416,0.165138149438063,0.448,0.387,1
"chr1-60755232-60756592",0.00100300791789203,0.317823122228231,0.17,0.127,1
"chr5-122643173-122648602",0.00100306441029145,-0.114222483452114,0.305,0.305,1
"chr9-108116964-108121640",0.00100307813850843,-0.227296690577878,0.113,0.125,1
"chr16-55964129-55967775",0.00100317360980587,-0.150696978992686,0.192,0.199,1
"chr17-56672341-56675590",0.00100491909497447,-0.106622218265828,0.318,0.317,1
"chr9-48983658-48988645",0.00100509848508628,-0.104286516226565,0.381,0.383,1
"chr17-65949124-65952732",0.00100597576752651,-0.113830527142193,0.242,0.244,1
"chr19-4612622-4617205",0.00100617813747715,-0.13747954423082,0.215,0.217,1
"chr8-95292739-95295432",0.00100704042878922,0.352175611697573,0.153,0.114,1
"chr16-23279387-23281053",0.00100753890745426,-0.165903002202744,0.188,0.192,1
"chr14-78723674-78726385",0.001007560748881,0.367826649420594,0.132,0.096,1
"chr2-26646506-26647621",0.00100789931588183,-0.204198665627481,0.127,0.136,1
"chr13-40999336-41002479",0.00100953868354496,-0.146274253504289,0.233,0.235,1
"chr5-74401087-74406104",0.00101325315062954,-0.160982615899856,0.172,0.178,1
"chr3-104992286-104994912",0.0010132646476384,0.291539963414639,0.193,0.145,1
"chr17-13006818-13010574",0.00101411632243488,-0.113155407895175,0.315,0.318,1
"chr13-34873396-34878809",0.001017317007014,-0.104019751346494,0.36,0.358,1
"chr7-27193756-27197533",0.00101952422082925,-0.106501673644131,0.38,0.381,1
"chr15-99419908-99423506",0.00102227792980162,0.373206544816931,0.131,0.095,1
"chr16-32129089-32132293",0.00102604308803063,-0.146972653859183,0.216,0.222,1
"chr7-101381126-101386558",0.00102827768167672,-0.153417954300786,0.199,0.203,1
"chr10-79765010-79769152",0.00102947761389604,-0.118883502220297,0.329,0.331,1
"chr5-114666522-114668407",0.00103068595922912,-0.157492161348337,0.218,0.223,1
"chr3-19627279-19630459",0.00103199186768647,-0.119476485699696,0.38,0.389,1
"chr7-111028138-111030032",0.00103740136243769,-0.153031882296134,0.217,0.22,1
"chr17-24526265-24531135",0.00103798449483165,-0.114378470622666,0.387,0.391,1
"chr3-103967159-103969434",0.0010389527970464,-0.14025893261036,0.199,0.202,1
"chr2-32315622-32320552",0.0010412498359587,-0.226245161227194,0.104,0.117,1
"chr11-80065248-80068798",0.00104336292919023,-0.193342541921949,0.122,0.127,1
"chr12-101955349-101959578",0.00104418429702644,-0.109810947523867,0.292,0.285,1
"chr15-102720804-102723084",0.00104550277939515,-0.135933565987437,0.277,0.282,1
"chr4-132420211-132423574",0.0010463324032364,-0.163249610926083,0.173,0.178,1
"chr8-41132393-41135036",0.00104744339410258,0.390696055588848,0.126,0.09,1
"chr5-134609559-134615968",0.00104851110091857,-0.215204284784613,0.121,0.131,1
"chr12-112848812-112862688",0.00105013609265663,-0.109515812488956,0.377,0.383,1
"chr15-102975075-102984074",0.0010504253888966,0.297427338192067,0.195,0.151,1
"chr5-129006028-129010186",0.00105404608557516,-0.144327238436345,0.207,0.21,1
"chr2-30794033-30797658",0.00105413528475962,-0.115631014518688,0.289,0.289,1
"chr3-32735932-32737932",0.00105531017245671,-0.12436750576501,0.339,0.34,1
"chr14-46786962-46789055",0.00105563478723344,-0.134897089843382,0.182,0.182,1
"chr5-21042744-21052871",0.00105683913719991,0.252710603278361,0.265,0.209,1
"chr13-21786514-21788267",0.00105878151215402,-0.169667696714116,0.2,0.203,1
"chr16-91043282-91046279",0.00106105334713873,-0.11121976200464,0.319,0.319,1
"chr9-107337641-107341734",0.00106340111102964,-0.150211476925872,0.215,0.218,1
"chr7-30183219-30184960",0.0010657329318691,-0.196114334661408,0.114,0.12,1
"chr15-63719355-63723236",0.00106583627652147,0.39419408010404,0.128,0.092,1
"chr9-90082882-90085920",0.00106619416822711,0.334182835751141,0.165,0.124,1
"chr17-26779741-26782233",0.00106677113319198,-0.207613659752012,0.126,0.134,1
"chr16-33768605-33771406",0.00106981406674535,-0.168702436483696,0.161,0.165,1
"chr17-34958676-34961409",0.00107267721380372,0.30370880444038,0.184,0.14,1
"chr7-58725043-58734202",0.00107423838651864,0.326098007351215,0.163,0.121,1
"chr7-119792725-119795643",0.00107484326298698,-0.148055658193747,0.187,0.19,1
"chr2-18045077-18051425",0.00107495499650165,-0.126591877535569,0.231,0.23,1
"chr2-155814551-155820305",0.00107563953261625,-0.123877211172894,0.321,0.326,1
"chr1-133657590-133662152",0.00107571716858728,-0.143038538994416,0.244,0.244,1
"chr8-104595086-104597972",0.00107589341878087,0.317981073590768,0.145,0.111,1
"chr11-118102461-118104843",0.00107601932893643,-0.195448432922575,0.145,0.155,1
"chr2-154371761-154374586",0.00107618434276273,-0.188775854097405,0.162,0.173,1
"chr6-56790941-56799593",0.00107716477327087,-0.107899811737189,0.327,0.329,1
"chr2-166973010-166980921",0.00108234773220427,-0.163388605863754,0.17,0.174,1
"chr9-45951222-45956283",0.00108334478070441,-0.125235339500001,0.259,0.259,1
"chr9-44333909-44339025",0.00108517254308113,-0.100001552233707,0.343,0.344,1
"chr12-104470315-104478821",0.00108629279212836,0.271799484089087,0.247,0.193,1
"chr10-43477496-43481542",0.00108733514056291,-0.106729802844973,0.27,0.269,1
"chr9-103302269-103306144",0.00109114839088847,-0.137176250204207,0.249,0.252,1
"chr4-140657480-140664384",0.00109152860922352,0.273393811076377,0.227,0.179,1
"chr11-29171427-29174885",0.00109271143794682,-0.105869047653925,0.377,0.384,1
"chr3-34647355-34654184",0.00109517571331979,0.315878258326634,0.189,0.141,1
"chr1-131637735-131640689",0.0010979136782279,-0.215344364896744,0.108,0.114,1
"chr3-148956401-148961336",0.00109870269256029,0.344907725433615,0.139,0.105,1
"chr6-128361332-128364074",0.00109945817822904,-0.159603727737514,0.159,0.164,1
"chr19-25669548-25677010",0.00110006490331974,0.257891129906862,0.247,0.196,1
"chr12-55396811-55401302",0.00110020890147361,-0.127890064788251,0.282,0.287,1
"chr2-158173704-158177349",0.00110104988343762,-0.182684945765278,0.145,0.154,1
"chr5-101656279-101670129",0.00110108020559046,0.212704190049335,0.351,0.288,1
"chr7-127874094-127877785",0.0011015028952568,-0.107517602284847,0.327,0.325,1
"chr15-36730479-36734905",0.00110308474013535,-0.18851552010652,0.127,0.134,1
"chr4-139309052-139313289",0.00110557028509061,-0.132566035055419,0.207,0.207,1
"chr11-55459779-55462483",0.00110664614101052,-0.153810370149732,0.186,0.196,1
"chr5-65874888-65884316",0.0011135047998394,-0.198094470878034,0.149,0.158,1
"chr10-8007062-8009018",0.00111405932134701,-0.217809068367755,0.104,0.115,1
"chr2-127313507-127320271",0.00111762158013941,-0.153597233093558,0.21,0.214,1
"chr19-4011142-4013816",0.00111906491275216,-0.125464296697339,0.306,0.31,1
"chr6-135235488-135238728",0.00112001493563687,-0.170542989376461,0.194,0.205,1
"chr17-22738525-22741218",0.00112014166655225,0.313832725448675,0.179,0.134,1
"chr7-122329055-122330459",0.00112037167875207,0.36524667473592,0.129,0.094,1
"chr3-153661663-153665746",0.00112176458697326,0.239605330603665,0.251,0.206,1
"chr11-4590274-4599059",0.00112380200157094,-0.101015530224808,0.336,0.334,1
"chr8-83719301-83726239",0.00113072724284124,-0.183468974605106,0.139,0.145,1
"chr2-156310617-156313614",0.00113131069736383,-0.130417836244791,0.228,0.23,1
"chr10-76960177-76962816",0.00113271551615699,-0.106718250994549,0.356,0.353,1
"chr6-29198169-29199439",0.00113427471012354,-0.203681881765648,0.122,0.13,1
"chr2-170318154-170320544",0.00113645873989486,-0.16999168046679,0.171,0.174,1
"chr9-21013845-21019129",0.00113787409644884,-0.129338205543551,0.287,0.291,1
"chr1-93342196-93345125",0.00113947616532666,-0.109082383023221,0.345,0.346,1
"chr10-128535065-128537093",0.00114272631435752,-0.161419663910411,0.168,0.169,1
"chr9-56074789-56077707",0.00114552806316679,-0.158180451831113,0.171,0.179,1
"chr2-28595734-28603000",0.00114928384682938,-0.113126847892274,0.317,0.318,1
"chr17-5270103-5282321",0.00115000664988941,-0.210132707784547,0.12,0.13,1
"chr4-148286440-148288681",0.00115097541076884,0.401803881263702,0.13,0.093,1
"chr5-90337554-90341208",0.00115124158674314,0.283710566825063,0.204,0.161,1
"chr1-182927542-182930155",0.00115348438460917,-0.176885850614163,0.162,0.168,1
"chr2-167751317-167756122",0.0011540195252382,-0.215460636657401,0.105,0.114,1
"chr7-140966729-140972395",0.00116335254812702,-0.156961078759337,0.202,0.207,1
"chr16-45756552-45759407",0.00116405603056115,0.333992996259143,0.149,0.112,1
"chr4-34880760-34883929",0.00116455208258961,-0.132971009938311,0.198,0.198,1
"chr6-128991802-128997736",0.00116496713900107,0.276290114936118,0.207,0.162,1
"chr8-61272492-61278062",0.00116704732429272,0.307026371839564,0.191,0.143,1
"chr7-126774405-126778261",0.00116762445348908,-0.14807257432567,0.221,0.23,1
"chr18-37833747-37844121",0.00116910354020054,0.270053203936758,0.228,0.18,1
"chr8-84831371-84833562",0.00116998120739909,-0.182299917435143,0.132,0.136,1
"chr4-11320785-11323695",0.00117134207289731,-0.129930089963785,0.23,0.233,1
"chr3-142393709-142396581",0.0011714682022355,-0.10877768110214,0.292,0.291,1
"chr2-148598298-148600547",0.00117193076912531,0.2705177383376,0.204,0.158,1
"chr7-107663669-107667386",0.00117216584106301,0.320408468856745,0.179,0.133,1
"chr3-152184408-152194509",0.0011729266262581,0.216197015260944,0.321,0.262,1
"chr12-41482735-41487541",0.00117647352635268,0.27398093097526,0.224,0.176,1
"chr12-70345403-70348487",0.00117681495653775,0.209347920940872,0.344,0.288,1
"chr10-122799075-122807973",0.00117982515541261,-0.141731281171477,0.252,0.257,1
"chr3-52629761-52635066",0.00118362764932161,0.326220980316888,0.16,0.118,1
"chr14-22018379-22021612",0.00118402924302095,0.249053374841472,0.249,0.201,1
"chr17-46781492-46784267",0.00118425950286765,-0.157544805773531,0.238,0.249,1
"chr18-24735807-24737369",0.00118577150822075,0.366195710086516,0.127,0.093,1
"chr17-31645949-31660190",0.00118609401669019,-0.105524698252276,0.363,0.362,1
"chr1-134360354-134362988",0.00118778372846168,-0.131223950740586,0.222,0.226,1
"chr11-102060721-102062721",0.001187977060378,0.389440912704258,0.127,0.092,1
"chr3-133336327-133340863",0.00118800748790172,-0.113701767182651,0.236,0.238,1
"chr19-41898509-41903718",0.00119306461117127,-0.127090680184214,0.237,0.243,1
"chr9-64827986-64831937",0.00119323348562494,-0.157631709389348,0.184,0.187,1
"chr13-112925213-112928618",0.00119428700900263,-0.108058028712303,0.34,0.353,1
"chr8-61222472-61225913",0.00119639256154623,-0.112515238241453,0.215,0.213,1
"chr12-79612263-79614211",0.00119656248962865,-0.210820296715353,0.102,0.11,1
"chr7-127775536-127778833",0.00119663409508802,-0.101775144793796,0.347,0.347,1
"chr4-59002633-59005001",0.00120094121883694,-0.161265016706289,0.143,0.146,1
"chr18-11045160-11057828",0.00120131179763435,0.223220936666063,0.333,0.273,1
"chr12-41565396-41567322",0.00120134098443558,-0.179496456922852,0.155,0.166,1
"chr2-4298217-4302155",0.00120320609248429,0.352298219056454,0.128,0.096,1
"chr15-8097418-8099811",0.00120748039434121,-0.146610664766376,0.177,0.182,1
"chr14-75174779-75183133",0.00120937818292953,-0.106591006352691,0.397,0.396,1
"chr10-30198134-30201091",0.00121112190787345,-0.144366177675335,0.244,0.246,1
"chr2-130633745-130637243",0.00121369953303419,-0.175432112620113,0.147,0.154,1
"chr11-75485885-75495885",0.0012159975330541,-0.119474554910359,0.305,0.307,1
"chr8-109704349-109707690",0.00121771943995443,-0.119673661618234,0.296,0.298,1
"chr12-113167011-113169015",0.00121846641787048,-0.153611583633623,0.175,0.181,1
"chr13-109643733-109648518",0.00121920367116528,-0.187032160625597,0.144,0.15,1
"chr2-174470389-174473944",0.00122279246778613,-0.117103513472374,0.263,0.262,1
"chr6-125470648-125487631",0.00122283966486573,0.18838206956885,0.409,0.344,1
"chr4-133904368-133908638",0.00122555726949555,-0.212289334685772,0.132,0.142,1
"chr10-7948760-7957763",0.00122611661693431,-0.100113336624696,0.309,0.302,1
"chr8-8658399-8662784",0.00122617828774612,0.180133005350757,0.389,0.325,1
"chr11-120616607-120618964",0.00122627486891576,-0.158568780426697,0.189,0.192,1
"chr12-33954666-33964419",0.00123086655585386,0.293754256247511,0.206,0.161,1
"chr14-20251713-20254163",0.00123253981248666,0.368477385540031,0.138,0.101,1
"chr14-101882322-101884233",0.0012328616060247,0.30741632171255,0.159,0.121,1
"chr11-96822868-96825687",0.00123516483374713,-0.156272263790457,0.182,0.185,1
"chr1-4784340-4786437",0.00123561027961696,-0.150099380164259,0.153,0.158,1
"chr4-155942571-155947526",0.00123874598229357,-0.152604825590435,0.188,0.193,1
"chr4-140985901-140989685",0.00124129031569803,-0.141633276245012,0.248,0.252,1
"chr13-68927462-68929274",0.00124135963851872,-0.172325922138062,0.153,0.16,1
"chr10-128038163-128045949",0.00124204700803593,-0.231556242656388,0.11,0.116,1
"chr11-116071058-116072402",0.00124240698169173,0.359879456860121,0.128,0.093,1
"chr13-45030544-45032611",0.00124308548312612,-0.194280757045944,0.132,0.138,1
"chr2-180222025-180229375",0.00124344174533886,0.254312342487547,0.254,0.2,1
"chr13-66932104-66935099",0.00124452101264811,-0.110654353102088,0.276,0.274,1
"chr12-112990682-112995104",0.00124532828431999,-0.176017082392838,0.163,0.169,1
"chr12-105970731-105972315",0.00124737434044983,-0.183357415490609,0.147,0.155,1
"chr2-144329215-144333759",0.00124907469965291,0.323438536290518,0.17,0.129,1
"chr11-19017921-19032617",0.00125365565767499,0.119511514925075,0.584,0.537,1
"chr1-63112163-63116276",0.00125435539733571,-0.11290286368706,0.312,0.316,1
"chr17-27240271-27243755",0.00125455801462084,-0.133012941030379,0.274,0.284,1
"chr17-24935090-24937995",0.00126133457940734,-0.139706684238184,0.219,0.225,1
"chr12-75816474-75820511",0.00126193147980644,-0.108002610851816,0.224,0.221,1
"chr16-91009366-91012798",0.00126236360446075,-0.110298647672319,0.312,0.309,1
"chr13-34162114-34164276",0.00126450570935678,-0.134364942697611,0.258,0.263,1
"chr10-81104885-81112212",0.00126576867066624,-0.117940346085591,0.34,0.346,1
"chr13-24830486-24834536",0.00126625858217141,-0.11596161755313,0.302,0.3,1
"chr8-10975502-10981222",0.00126659611622589,-0.215166661415946,0.116,0.124,1
"chr7-24636166-24639293",0.00126811889985503,0.367513537040138,0.127,0.092,1
"chr5-137509273-137515210",0.00126811907179804,-0.175454292583468,0.156,0.164,1
"chr7-141446379-141452764",0.00126938961674541,-0.122603763823361,0.286,0.283,1
"chr19-7272910-7280924",0.00127756437266167,-0.149779779794227,0.226,0.233,1
"chr1-181255332-181258779",0.00127923484750664,0.226617070758426,0.287,0.235,1
"chr1-128611617-128616680",0.00128052771095065,-0.110247348088158,0.355,0.352,1
"chr19-5769650-5772341",0.00128129571033216,-0.13913535482344,0.185,0.189,1
"chr10-84437442-84442418",0.00128529580575174,-0.114021561743839,0.266,0.266,1
"chr1-133023226-133026557",0.00128657324077855,-0.141772779708508,0.231,0.233,1
"chr12-8640180-8641868",0.00128899857286408,-0.134383756285834,0.22,0.219,1
"chrX-150812438-150814664",0.00129714314070479,-0.178546859648141,0.146,0.152,1
"chr3-103019236-103023378",0.00129756587318764,-0.102120030664273,0.411,0.414,1
"chr1-21075735-21080880",0.00129758953701172,-0.106851163656309,0.301,0.3,1
"chr11-76621238-76624559",0.00129897302818929,-0.193397125361857,0.114,0.122,1
"chr19-9991047-9993862",0.00130024546333406,-0.171602433697448,0.165,0.174,1
"chr1-74022564-74038408",0.00130179286487608,-0.11133508881194,0.349,0.356,1
"chr2-45098940-45118528",0.00130289406421166,0.135896137227608,0.569,0.507,1
"chr9-104061805-104064436",0.00130291886683121,-0.165813804581123,0.172,0.179,1
"chr6-39029623-39040602",0.00131077019625818,-0.177516617883836,0.146,0.153,1
"chr18-47148366-47150656",0.0013135421462578,0.340248512401005,0.158,0.114,1
"chr10-82696004-82700620",0.00131499722645455,-0.101081190778654,0.353,0.349,1
"chr9-57818551-57821867",0.00131730636295282,-0.210071083247483,0.117,0.128,1
"chr4-127241991-127244754",0.00131876064347589,-0.167748444143428,0.164,0.169,1
"chr9-32407281-32418273",0.00131937406252272,0.336345703789662,0.157,0.114,1
"chr14-45349891-45352595",0.00132243692659476,-0.13101775237982,0.206,0.203,1
"chr19-55767165-55770322",0.00132347190921318,-0.176542735671475,0.165,0.172,1
"chr3-8996107-9007728",0.00132347193086517,0.199652358517644,0.353,0.297,1
"chr10-111505354-111509712",0.00132419632745965,-0.116476629551334,0.277,0.278,1
"chr5-28315138-28324938",0.00132578681731729,-0.103835448307043,0.309,0.304,1
"chr18-82764050-82766021",0.00132615822810219,0.336927471723433,0.143,0.105,1
"chr3-37766515-37771736",0.00132827149388349,-0.118274840135074,0.312,0.313,1
"chr9-108200598-108203868",0.00132844415711044,-0.111540037127523,0.326,0.329,1
"chr8-72359746-72366992",0.00132887262821721,0.26900574017107,0.22,0.172,1
"chr3-88334748-88339092",0.00133071354439866,-0.108849219108069,0.341,0.346,1
"chr6-65524642-65530294",0.00133137020141167,0.2976550795622,0.18,0.138,1
"chr18-32279898-32282192",0.00133165009231161,0.3090187961554,0.178,0.134,1
"chr17-47872819-47874362",0.00133314109357489,-0.157749644292563,0.171,0.178,1
"chr19-24896491-24903597",0.00133701132688928,-0.133192546419413,0.223,0.226,1
"chrX-75672894-75675006",0.00134030752831166,-0.139836310970697,0.276,0.287,1
"chr1-5017765-5021742",0.00134100128655049,0.369029379160209,0.124,0.089,1
"chr16-77026787-77031354",0.00134385117913324,-0.189981782082589,0.135,0.143,1
"chr12-25266681-25271070",0.00134437246604932,0.211440585008947,0.312,0.262,1
"chr5-34948395-34951086",0.00134727422250288,-0.128772972956688,0.225,0.232,1
"chr2-148405072-148410328",0.00134900256765517,0.197517474613732,0.339,0.282,1
"chr13-31611958-31633121",0.00135304539029747,0.15459236563584,0.483,0.43,1
"chr19-4255541-4258417",0.0013535430868916,-0.172164270646755,0.177,0.183,1
"chr12-58066569-58069290",0.00135580974433189,0.359695223738471,0.133,0.098,1
"chr3-153908653-153914290",0.00136219352896417,-0.129963945283915,0.238,0.242,1
"chr4-57913922-57917184",0.0013627983548962,0.286617934425345,0.189,0.148,1
"chr7-80089993-80094042",0.0013647419637932,0.314761043532051,0.165,0.127,1
"chr7-126948593-126953207",0.00136708720579186,-0.181997964932045,0.129,0.134,1
"chr4-46194693-46197081",0.00136963436314171,-0.141314146785954,0.17,0.171,1
"chr4-126258847-126263810",0.0013735927335914,-0.101676011377938,0.399,0.395,1
"chr4-116149452-116151666",0.00137519543391668,-0.143411178036726,0.125,0.128,1
"chr18-60773749-60780577",0.00137665161306495,-0.112466103693678,0.35,0.354,1
"chr7-79658927-79662259",0.00137961379752641,-0.111062670243907,0.33,0.332,1
"chr9-64339428-64342350",0.00138183650473492,-0.126825036700322,0.234,0.23,1
"chr4-154023602-154027440",0.00138255331716007,0.359706602470261,0.133,0.097,1
"chr4-94554673-94557739",0.00138335846239131,-0.157289961776221,0.169,0.169,1
"chr7-29177795-29181768",0.00138817501637434,-0.119159073721193,0.319,0.324,1
"chr11-97122968-97134628",0.00138829807388151,-0.167714842131194,0.164,0.17,1
"chr13-37540861-37543226",0.00138914360063663,-0.141691586545917,0.191,0.192,1
"chrX-159625542-159629441",0.00139239607526128,-0.138634622116746,0.171,0.169,1
"chr1-160904849-160908175",0.00139306803027215,-0.109194055442428,0.326,0.327,1
"chr1-119455905-119458875",0.001395456483758,0.323522661023791,0.163,0.123,1
"chr6-113341130-113345380",0.00139609346778775,0.282641197883849,0.221,0.175,1
"chr11-95382849-95385505",0.00140096864643899,-0.108787366786744,0.298,0.298,1
"chr15-76326410-76328770",0.00140322880336089,-0.148229192238571,0.177,0.182,1
"chr19-8835497-8841814",0.00140365259473291,-0.123762797311842,0.269,0.27,1
"chr15-80096371-80099981",0.00140429921028028,-0.215891061146275,0.117,0.125,1
"chr2-22894721-22896695",0.00140622349282695,-0.128434225566315,0.199,0.2,1
"chr10-37230288-37234046",0.00140676043445592,-0.144749571269052,0.206,0.209,1
"chr19-41029820-41032761",0.00140754655213942,-0.160778310236654,0.181,0.186,1
"chr4-132462600-132465110",0.00140795730427275,-0.155844604317529,0.192,0.193,1
"chr8-71483286-71486826",0.00141444973808389,-0.191329988337115,0.118,0.126,1
"chr14-60264559-60266716",0.00141506858364166,-0.134270283164774,0.259,0.27,1
"chr2-152139092-152148150",0.00141597337636343,0.202975136263859,0.339,0.289,1
"chr3-67372435-67376165",0.00141620882512241,0.299494890249941,0.213,0.163,1
"chrX-142388905-142391785",0.00142620641376542,-0.137673505599785,0.229,0.235,1
"chr18-57785561-57787315",0.00142733292768287,-0.177147518703495,0.162,0.17,1
"chr11-59524461-59527490",0.00142986703248535,-0.16629724357626,0.168,0.175,1
"chr6-125361686-125369249",0.00143173814704569,-0.134908354889842,0.261,0.268,1
"chr8-88297363-88302602",0.00143307681083447,-0.192106760897596,0.133,0.137,1
"chr5-134708347-134711478",0.00143382271953691,0.368039094253429,0.129,0.094,1
"chr9-114024964-114027334",0.00143625984219904,0.347230265605619,0.147,0.109,1
"chr2-166618230-166628627",0.00143913240999434,-0.121471221775122,0.259,0.259,1
"chr7-99856099-99859656",0.00143922444458915,-0.107453320248614,0.28,0.279,1
"chr11-93953022-93957028",0.00144049158921651,-0.124672500583554,0.273,0.276,1
"chr11-60911474-60915611",0.00144112958979083,-0.152735650745212,0.17,0.173,1
"chr13-5799767-5805544",0.00144664630257355,0.273971041202645,0.234,0.181,1
"chr5-113906713-113911291",0.00144708792936488,-0.102952170787858,0.377,0.374,1
"chr3-95433242-95436314",0.00145162197385022,-0.100941559319113,0.338,0.335,1
"chr18-11946225-11952124",0.00145178076287841,0.271386856121234,0.211,0.168,1
"chr4-127060328-127061809",0.00145621088104773,-0.148633811465058,0.146,0.148,1
"chr17-46672957-46675560",0.00145949522789701,-0.131751975380678,0.236,0.241,1
"chr4-123138849-123140825",0.00146185875516674,-0.128313805313406,0.225,0.229,1
"chr19-47135464-47140389",0.00146429396839602,-0.163997237666355,0.164,0.169,1
"chr3-95227118-95233978",0.00146573995224731,-0.103218959826374,0.306,0.304,1
"chrX-12759073-12764371",0.00146687346288618,-0.101058543580356,0.351,0.35,1
"chr1-134331464-134338361",0.00146945712180109,0.258206038490355,0.25,0.196,1
"chr12-102468132-102471299",0.00147369727249227,-0.10615119115463,0.257,0.257,1
